Number,Catch_length,Catch_weight,Catch_date,Catch_location,Recaptures,Recapture_weight,Catch_method,Recapture_location,specificity grade,Recapture_lon,Recapture_lat,Recapture_date,Recapture_length,Recapture_method,Tag,Remark,Catch_lon,Catch_lat
2437,17.8,49,14/09/2016,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2438,30.5,NA,4/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2439,19.4,NA,4/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2440,29,240,11/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2441,31.1,290,11/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2442,28.8,251,11/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2443,32.5,342,11/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2444,29,251,11/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2445,28,232,11/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2446,34.8,401,14/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2447,21.4,93,14/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2448,20,80,14/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2449,20.8,91,14/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2450,34,409,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2451,23.9,140,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2452,24.7,145,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2453,24,138,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2454,22,111,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2455,24.8,150,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2456,24.3,161,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2457,21.3,97,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2458,22.8,128,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2459,22.5,126,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2460,22,109,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2461,22.8,121,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2462,22,108,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2463,22,107,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2464,22.6,118,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2465,21.3,100,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2466,22.6,107,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2467,21,102,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2468,21,98,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2469,23.6,134,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2470,23,122,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2471,22.1,112,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2472,15.3,39,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2473,20,84,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2474,13.8,25,17/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2475,22.7,112,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2476,19.7,80,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2477,16.7,49,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2478,17,48,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2479,15,36,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2480,20.1,85,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2481,21.8,102,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2482,14,27,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2483,17,47,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2484,17.6,51,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2485,17,46,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2486,19,78,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2487,16.3,45,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2488,16,42,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2489,14.1,29,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2490,19.1,84,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2491,15,33,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2492,14.5,34,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2493,13.9,27,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2494,20.8,100,19/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2495,23,136,16/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2496,22,117,16/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2497,34.4,429,18/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2498,14,34,18/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2499,13.2,24,18/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2500,26.3,163,22/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2501,33,361,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2502,33,370,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2503,33.5,357,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2504,24.6,151,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2505,23.9,152,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2506,23.5,158,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2507,36.5,520,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2508,32.5,360,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2509,22.1,120,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2510,34.2,444,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2511,24,150,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2512,30.5,311,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2513,26,195,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2514,30,280,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2515,30.5,346,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2516,27.8,216,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2517,24.4,134,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2518,24,157,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2519,23.2,146,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2520,45.5,887,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2521,32.5,412,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2522,36.8,517,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2523,24.1,447,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2524,44,754,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2525,20.2,90,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2526,32.2,340,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2526,35.7,,19/07/2018,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2527,31.8,340,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2528,23.8,143,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2529,24.1,148,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2530,26.1,195,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2531,24,157,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2532,30.8,292,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2533,30.9,283,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2534,31.5,373,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2535,22.9,124,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2536,24.9,154,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2537,37.1,490,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2538,23.9,153,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2539,31,324,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2540,24.5,159,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2541,33.2,440,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2542,32,298,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2543,24.2,176,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2544,25.1,170,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2545,24,160,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2546,33,350,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2547,24.5,158,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2548,30.5,268,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2549,35.1,411,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2550,32.2,404,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2551,30.9,314,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2552,30.8,284,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2554,24.5,163,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2555,28.1,252,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2556,24.2,162,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2557,25.5,163,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2558,22.6,126,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2559,25.1,163,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2560,23.7,147,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2561,27,198,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2562,24,147,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2563,23.2,144,25/06/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2565,35.3,467,22/09/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2566,26.5,197,28/07/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2567,37,539,29/07/2017,Oostende_Sas,Terug te Oostende(hengel) op 21/08/2017 - 37cm,NA,line_fishing,Oostende,2,2.89,51.23,21/08/2017,37,hook and line,,,2.92,51.24
2568,39,590,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2569,32,289,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2570,33,402,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2571,26,202,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2572,34,402,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2573,37,521,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2574,39,625,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2575,35,457,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2576,35,499,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2577,34,400,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2578,37,551,12/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2579,38,678,12/06/2018,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2580,39,616,12/06/2018,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2581,41,838,12/06/2018,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2621,35.3,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,location + catch-method unsure,3.1833,51.3617
2622,60.6,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,location + catch-method unsure,3.1833,51.3617
2623,64.5,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,location + catch-method unsure,3.1833,51.3617
2624,38.1,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,location + catch-method unsure,3.1833,51.3617
2625,39.7,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,location + catch-method unsure,3.1833,51.3617
2627,47,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,location + catch-method unsure,3.1833,51.3617
2628,37.9,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,location + catch-method unsure,3.1833,51.3617
2629,45,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2630,61,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2631,47,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2632,47,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2633,47,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2634,42,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2635,35,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2636,44,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2637,41,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2638,44,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2639,45.5,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2640,41,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2641,47,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2642,45,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2643,43,NA,1/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2644,45.5,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2645,50,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2646,44,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2647,45.5,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2648,60,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2649,49,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2650,37,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2651,57,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2652,50.5,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2653,54,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2654,55,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2655,60,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2656,51,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2657,46,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2658,45,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2659,43,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2660,57,NA,29/09/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2661,53.5,NA,13/10/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2662,50,NA,13/10/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2663,48,NA,13/10/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2664,40.5,NA,13/10/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2674,45.5,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2675,39.4,NA,19/07/2018,Zeebrugge_Westdam,,,angling_boat,,,,,,,,,,3.1833,51.3617
2676,26.2,190,22/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2677,26.4,194,22/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2678,27.3,223,22/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2679,26,191,22/07/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2680,35.8,455,2/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2681,18.2,62,2/08/2017,Oostende_Sas,,,line_fishing,,,,,,,,,,2.92,51.24
2682,20.1,93,5/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2683,16.2,49,5/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2684,17.1,50,5/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2685,16,42,5/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2686,16.3,45,5/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2687,15.8,44,9/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2688,14.5,39,9/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,,3.2165,51.3573
2690,36,530,13/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2691,32,351,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2692,34.8,444,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2693,34.5,410,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2694,31.5,323,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2695,36,469,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2696,32.2,360,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2697,21.5,106,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2698,33.3,424,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2699,20,94,19/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2700,33.3,330,20/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2701,34.8,430,20/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2702,31.2,352,20/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2703,26,215,25/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2704,29,253,25/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2705,26.5,227,25/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2706,24.5,158,25/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2707,26.2,195,25/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2708,23.1,131,12/07/2018,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2709,33.8,370,25/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2710,26.8,568,25/08/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2711,30,350,7/09/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2712,38,700,7/09/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2714,31,400,7/09/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2715,35,620,7/09/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2716,33,450,7/09/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2717,33,400,7/09/2017,Zeebrugge_Oostdam,,,line_fishing,,,,,,,,,location + catch-method unsure,3.2165,51.3573
2718,26.5,249,8/10/2017,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
2719,28.7,266,8/10/2017,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
2720,21.9,130,8/10/2017,Zeebrugge_Oostdam,,,fyke,,,,,,,,,,3.2165,51.3573
