Number,Catch_length,Catch_weight,Catch_date,Catch_location,Recaptures,Recapture_weight,Catch_method,Recapture_location,specificity grade,Recapture_lon,Recapture_lat,Recapture_date,Recapture_length,Recapture_method,Tag,Remark,Catch_lon,Catch_lat
246,14,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
247,25.7,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
248,22,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
249,13.9,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
250,17.3,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
251,13.6,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
252,20,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
253,14,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
254,16,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
255,16.7,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
256,15.8,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
257,23.2,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
258,20.5,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
259,13.5,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
260,14,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
261,21,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
262,21.3,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
263,15.5,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
264,14.6,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
265,24,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
266,21,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
267,18.7,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
268,23,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
269,17.5,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
270,15.6,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
271,17,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
272,24,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
273,22.5,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
274,16.8,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
275,14,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
276,15.9,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
277,16,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
278,27,NA,5/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
279,15,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
280,16.5,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
281,18.6,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
282,17.6,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
283,23.3,NA,9/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
284,19.3,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
285,17,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
286,20.8,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
287,18.4,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
288,15.8,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
290,16.3,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
291,13,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
292,19,NA,11/07/2008,Knokke_Zwingeul,Terug te Duinbergen(B) op 08/10/2008,NA,line_fishing,Duinbergen,2,3.26,51.35,8/10/2008,NA,NA,,,3.37,51.37
293,35,NA,10/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
294,16.4,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
295,15.7,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
296,16,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
297,16.4,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
298,16.5,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
299,18.8,NA,27/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
300,16.9,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
301,16.3,NA,11/07/2008,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
302,28.6,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
303,13.5,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
304,32.3,NA,15/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
305,16.8,NA,24/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
306,26.7,NA,17/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
307,23.5,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
308,20,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
309,26.7,NA,15/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
310,23.5,NA,25/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
313,27.5,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
314,33,NA,15/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
315,34,NA,18/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
316,34.5,NA,15/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
318,24.8,NA,18/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
319,28.3,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
320,30,NA,18/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
321,27.5,NA,22/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
322,29.5,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
323,26.3,NA,24/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
324,27.7,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
325,20.5,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
326,26.1,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
327,34.6,NA,26/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
328,14.1,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
329,21.5,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
330,32.5,NA,24/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
331,22.3,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
332,23.6,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
333,29.3,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
334,30.8,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
335,26.4,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
336,34.2,NA,12/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
337,25.4,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
338,29,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
339,21.2,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
340,28.7,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
341,22.6,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
342,14.9,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
343,27.5,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
344,17.2,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
345,12.3,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
346,27,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
347,33.5,NA,10/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
348,27.1,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
349,27.3,NA,11/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
350,22.1,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
351,24,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
352,27,NA,20/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
353,28,NA,11/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
354,28.5,NA,26/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
355,29.3,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
357,28.9,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
359,26.5,NA,10/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
360,28.6,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
361,26.3,NA,11/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
362,32,NA,20/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
363,35,NA,24/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
364,20.7,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
366,28.4,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
367,27.3,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
368,27.4,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
369,34,NA,25/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
370,25,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
371,13.6,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
372,27.8,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
374,34.8,NA,22/06/2009,Zeebrugge_Westdam,"Terug te Zeebrugge op 28/06/2009 hengel - 34,8cm ",NA,line_fishing,Zeebrugge,2,3.2,51.35,28/06/2009,34.8,hook and line,,,3.1833,51.3617
375,36.5,NA,15/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
376,34.5,NA,24/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
377,27.9,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
378,30.2,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
379,30,NA,20/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
380,22.5,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
381,20.6,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
382,26.3,NA,6/10/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
383,33.5,NA,10/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
384,27.5,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
385,30.5,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
387,27.8,NA,6/10/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
388,26.2,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
389,22.1,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
390,19.1,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
391,27.3,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
392,20.4,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
393,33,NA,17/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
395,17.5,NA,21/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
396,24.8,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
397,30.5,NA,29/09/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
399,28.3,NA,17/05/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
400,34,NA,18/08/2008,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
401,15.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
402,17.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
403,24.3,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
404,14.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
405,16.8,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
406,31.6,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
407,17.2,NA,9/08/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
408,18.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
409,22.8,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
410,26.3,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
411,16.1,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
412,16,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
413,25,NA,23/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
414,27.7,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
415,23.5,NA,15/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
416,26.6,NA,23/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
417,29.8,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
418,14.6,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
419,16,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
420,30.5,NA,23/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
421,18,NA,15/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
422,17.5,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
423,15.1,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
424,32,NA,24/07/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
425,16.3,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
426,17.5,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
427,16.4,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
428,21,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
429,16.1,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
430,20.1,NA,29/06/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
431,23.1,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
432,31.9,NA,23/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
433,16.5,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
434,16.5,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
435,15.8,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
436,25.4,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
437,16.2,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
438,17.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
439,30,NA,23/08/2009,Zeebrugge_Westdam,terug te Zeebrugge op 07/09/2009 - hengel - 30cm,NA,line_fishing,Zeebrugge,2,3.2,51.35,7/09/2009,30,hook and line,,,3.1833,51.3617
440,15.9,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
441,14.6,NA,9/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
442,14.9,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
443,16.7,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
444,14.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
445,16.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
446,23.2,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
447,23.8,NA,15/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
448,30.7,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
449,16.4,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
450,16.5,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
451,15.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
452,15.5,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
453,17.5,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
454,18,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
455,17.6,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
456,28.5,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
457,16.7,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
458,18.8,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
459,15.1,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
460,30.8,NA,10/08/2009,Zeebrugge_Westdam,"Terug te Zeebrugge op 14/08/2009 - hengel - 30,8cm",NA,line_fishing,Zeebrugge,2,3.2,51.35,14/08/2009,30.8,hook and line,,,3.1833,51.3617
461,26.1,NA,23/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
462,17.4,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
463,17.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
464,18.2,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
465,24.4,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
466,16.8,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
467,16.3,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
468,18.6,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
469,14.2,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
470,25.3,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
471,18.1,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
472,17.1,NA,9/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
473,22.3,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
474,17,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
475,31.2,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
476,16.8,NA,15/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
477,14.8,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
478,27.6,NA,23/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
479,15.8,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
480,17.5,NA,13/08/2009,Zeebrugge_Westdam,"Terug te Zeebrugge op 14/08/2009 - hengel -17,5cm",NA,line_fishing,Zeebrugge,2,3.2,51.35,14/08/2009,17.5,hook and line,,,3.1833,51.3617
481,16.2,NA,15/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
482,16.5,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
483,15.6,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
484,16.8,NA,15/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
485,23.9,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
486,17.1,NA,10/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
487,17.4,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
488,15.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
489,16.5,NA,15/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
490,16.9,NA,9/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
491,17.5,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
492,25.3,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
493,21.1,NA,15/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
494,18,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
495,29.8,NA,23/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
496,15.6,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
497,31.1,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
498,16.6,NA,13/08/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
499,17.2,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
500,16.9,NA,31/07/2009,Knokke_Zwingeul,,,line_fishing,,,,,,,,,,3.37,51.37
501,11.2,NA,5/06/2011,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
502,9.4,NA,3/06/2011,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
503,24,NA,7/09/2009,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
504,12.2,NA,5/06/2011,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
505,23.7,NA,17/10/2011,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
506,10.5,NA,5/06/2011,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
507,15.6,NA,1/09/2011,Zeebrugge_Westdam,,,line_fishing,,,,,,,,,,3.1833,51.3617
